datetime,open,high,low,close
2026-01-17 09:00,0.095,0.095,0.095,0.095
2026-01-17 10:00,0.08,0.08,0.08,0.08
2026-01-17 11:00,0.035,0.035,0.035,0.035
2026-01-17 12:00,0.049,0.049,0.049,0.049
2026-01-17 13:00,0.05,0.05,0.05,0.05
2026-01-17 14:00,0.0425,0.0425,0.0425,0.0425
2026-01-17 15:00,0.049,0.049,0.049,0.049
2026-01-17 16:00,0.0815,0.0815,0.0815,0.0815
2026-01-17 17:00,0.08,0.08,0.08,0.08
2026-01-17 18:00,0.053,0.053,0.053,0.053
2026-01-17 19:00,0.0885,0.0885,0.0885,0.0885
2026-01-17 20:00,0.0815,0.0815,0.0815,0.0815
2026-01-17 21:00,0.0835,0.0835,0.0835,0.0835
2026-01-17 22:00,0.086,0.086,0.086,0.086
2026-01-17 23:00,0.083,0.083,0.083,0.083
2026-01-18 00:00,0.084,0.084,0.084,0.084
2026-01-18 01:00,0.086,0.086,0.086,0.086
2026-01-18 02:00,0.0875,0.0875,0.0875,0.0875
2026-01-18 03:00,0.0865,0.0865,0.0865,0.0865
2026-01-18 04:00,0.084,0.084,0.084,0.084
2026-01-18 05:00,0.08,0.08,0.08,0.08
2026-01-18 06:00,0.0755,0.0755,0.0755,0.0755
2026-01-18 07:00,0.077,0.077,0.077,0.077
2026-01-18 08:00,0.076,0.076,0.076,0.076
2026-01-18 09:00,0.0775,0.0775,0.0775,0.0775
2026-01-18 10:00,0.0775,0.0775,0.0775,0.0775
2026-01-18 11:00,0.0795,0.0795,0.0795,0.0795
2026-01-18 12:00,0.0785,0.0785,0.0785,0.0785
2026-01-18 13:00,0.0695,0.0695,0.0695,0.0695
2026-01-18 14:00,0.071,0.071,0.071,0.071
2026-01-18 15:00,0.075,0.075,0.075,0.075
2026-01-18 16:00,0.0665,0.0665,0.0665,0.0665
2026-01-18 17:00,0.068,0.068,0.068,0.068
2026-01-18 18:00,0.074,0.074,0.074,0.074
2026-01-18 19:00,0.076,0.076,0.076,0.076
2026-01-18 20:00,0.073,0.073,0.073,0.073
2026-01-18 21:00,0.092,0.092,0.092,0.092
2026-01-18 22:00,0.0925,0.0925,0.0925,0.0925
2026-01-18 23:00,0.099,0.099,0.099,0.099
2026-01-19 00:00,0.0955,0.0955,0.0955,0.0955
2026-01-19 02:00,0.0925,0.0925,0.0925,0.0925
2026-01-19 03:00,0.091,0.091,0.091,0.091
2026-01-19 04:00,0.091,0.091,0.091,0.091
2026-01-19 05:00,0.082,0.082,0.082,0.082
2026-01-19 06:00,0.0785,0.0785,0.0785,0.0785
2026-01-19 07:00,0.0805,0.0805,0.0805,0.0805
2026-01-19 08:00,0.078,0.078,0.078,0.078
2026-01-19 09:00,0.071,0.071,0.071,0.071
2026-01-19 10:00,0.063,0.063,0.063,0.063
2026-01-19 11:00,0.0625,0.0625,0.0625,0.0625
2026-01-19 12:00,0.071,0.071,0.071,0.071
2026-01-19 13:00,0.0725,0.0725,0.0725,0.0725
2026-01-19 14:00,0.0695,0.0695,0.0695,0.0695
2026-01-19 15:00,0.0695,0.0695,0.0695,0.0695
2026-01-19 16:00,0.072,0.072,0.072,0.072
2026-01-19 17:00,0.08,0.08,0.08,0.08
2026-01-19 18:00,0.164,0.164,0.164,0.164
2026-01-19 19:00,0.1285,0.1285,0.1285,0.1285
2026-01-19 20:00,0.0935,0.0935,0.0935,0.0935
2026-01-19 21:00,0.105,0.105,0.105,0.105
2026-01-19 22:00,0.103,0.103,0.103,0.103
2026-01-19 23:00,0.1075,0.1075,0.1075,0.1075
2026-01-20 00:00,0.091,0.091,0.091,0.091
2026-01-20 01:00,0.0905,0.0905,0.0905,0.0905
2026-01-20 02:00,0.0875,0.0875,0.0875,0.0875
2026-01-20 03:00,0.084,0.084,0.084,0.084
2026-01-20 04:00,0.0815,0.0815,0.0815,0.0815
2026-01-20 05:00,0.0835,0.0835,0.0835,0.0835
2026-01-20 06:00,0.0835,0.0835,0.0835,0.0835
2026-01-20 07:00,0.089,0.089,0.089,0.089
2026-01-20 08:00,0.0815,0.0815,0.0815,0.0815
2026-01-20 09:00,0.0765,0.0765,0.0765,0.0765
2026-01-20 10:00,0.076,0.076,0.076,0.076
2026-01-20 11:00,0.0795,0.0795,0.0795,0.0795
2026-01-20 12:00,0.0755,0.0755,0.0755,0.0755
2026-01-20 13:00,0.076,0.076,0.076,0.076
2026-01-20 14:00,0.0655,0.0655,0.0655,0.0655
2026-01-20 15:00,0.0545,0.0545,0.0545,0.0545
2026-01-20 16:00,0.0525,0.0525,0.0525,0.0525
2026-01-20 17:00,0.0485,0.0485,0.0485,0.0485
2026-01-20 18:00,0.048,0.048,0.048,0.048
2026-01-20 19:00,0.0565,0.0565,0.0565,0.0565
2026-01-20 20:00,0.0575,0.0575,0.0575,0.0575
2026-01-20 21:00,0.048,0.048,0.048,0.048
2026-01-20 22:00,0.059,0.059,0.059,0.059
2026-01-20 23:00,0.075,0.075,0.075,0.075
2026-01-21 00:00,0.058,0.058,0.058,0.058
2026-01-21 01:00,0.057,0.057,0.057,0.057
2026-01-21 02:00,0.057,0.057,0.057,0.057
2026-01-21 03:00,0.053,0.053,0.053,0.053
2026-01-21 04:00,0.062,0.062,0.062,0.062
2026-01-21 05:00,0.0605,0.0605,0.0605,0.0605
2026-01-21 06:00,0.0565,0.0565,0.0565,0.0565
2026-01-21 07:00,0.051,0.051,0.051,0.051
2026-01-21 08:00,0.0515,0.0515,0.0515,0.0515
2026-01-21 09:00,0.0485,0.0485,0.0485,0.0485
2026-01-21 10:00,0.0405,0.0405,0.0405,0.0405
2026-01-21 11:00,0.072,0.072,0.072,0.072
2026-01-21 12:00,0.0525,0.0525,0.0525,0.0525
2026-01-21 13:00,0.0595,0.0595,0.0595,0.0595
2026-01-21 14:00,0.061,0.061,0.061,0.061
2026-01-21 15:00,0.0545,0.0545,0.0545,0.0545
2026-01-21 16:00,0.0515,0.0515,0.0515,0.0515
2026-01-21 17:00,0.065,0.065,0.065,0.065
2026-01-21 18:00,0.0545,0.0545,0.0545,0.0545
2026-01-21 19:00,0.0525,0.0525,0.0525,0.0525
2026-01-21 20:00,0.043,0.043,0.043,0.043
2026-01-21 21:00,0.036,0.036,0.036,0.036
2026-01-21 22:00,0.039,0.039,0.039,0.039
2026-01-21 23:00,0.0375,0.0375,0.0375,0.0375
2026-01-22 00:00,0.0345,0.0345,0.0345,0.0345
2026-01-22 01:00,0.036,0.036,0.036,0.036
2026-01-22 02:00,0.0355,0.0355,0.0355,0.0355
2026-01-22 03:00,0.0305,0.0305,0.0305,0.0305
2026-01-22 04:00,0.028,0.028,0.028,0.028
2026-01-22 05:00,0.0275,0.0275,0.0275,0.0275
2026-01-22 06:00,0.0255,0.0255,0.0255,0.0255
2026-01-22 07:00,0.027,0.027,0.027,0.027
2026-01-22 08:00,0.025,0.025,0.025,0.025
2026-01-22 09:00,0.018,0.018,0.018,0.018
2026-01-22 10:00,0.0285,0.0285,0.0285,0.0285
2026-01-22 11:00,0.0325,0.0325,0.0325,0.0325
2026-01-22 12:00,0.026,0.026,0.026,0.026
2026-01-22 13:00,0.013,0.013,0.013,0.013
2026-01-22 14:00,0.017,0.017,0.017,0.017
2026-01-22 15:00,0.021,0.021,0.021,0.021
2026-01-22 16:00,0.012,0.012,0.012,0.012
2026-01-22 17:00,0.0175,0.0175,0.0175,0.0175
2026-01-22 18:00,0.0185,0.0185,0.0185,0.0185
2026-01-22 19:00,0.023,0.023,0.023,0.023
2026-01-22 20:00,0.0245,0.0245,0.0245,0.0245
2026-01-22 21:00,0.0235,0.0235,0.0235,0.0235
2026-01-22 22:00,0.0305,0.0305,0.0305,0.0305
2026-01-22 23:00,0.0285,0.0285,0.0285,0.0285
2026-01-23 00:00,0.0195,0.0195,0.0195,0.0195
2026-01-23 01:00,0.0175,0.0175,0.0175,0.0175
2026-01-23 02:00,0.0175,0.0175,0.0175,0.0175
2026-01-23 03:00,0.0195,0.0195,0.0195,0.0195
2026-01-23 04:00,0.0185,0.0185,0.0185,0.0185
2026-01-23 05:00,0.023,0.023,0.023,0.023
2026-01-23 06:00,0.0205,0.0205,0.0205,0.0205
2026-01-23 07:00,0.0175,0.0175,0.0175,0.0175
2026-01-23 08:00,0.0165,0.0165,0.0165,0.0165
2026-01-23 09:00,0.013,0.013,0.013,0.013
2026-01-23 10:00,0.0145,0.0145,0.0145,0.0145
2026-01-23 11:00,0.0145,0.0145,0.0145,0.0145
2026-01-23 12:00,0.017,0.017,0.017,0.017
2026-01-23 13:00,0.0235,0.0235,0.0235,0.0235
2026-01-23 14:00,0.0265,0.0265,0.0265,0.0265
2026-01-23 15:00,0.035,0.035,0.035,0.035
2026-01-23 16:00,0.026,0.026,0.026,0.026
2026-01-23 17:00,0.0195,0.0195,0.0195,0.0195
2026-01-23 18:00,0.023,0.023,0.023,0.023
2026-01-23 19:00,0.016,0.016,0.016,0.016
2026-01-23 20:00,0.0285,0.0285,0.0285,0.0285
2026-01-23 21:00,0.028,0.028,0.028,0.028
2026-01-23 22:00,0.0265,0.0265,0.0265,0.0265
2026-01-23 23:00,0.007,0.007,0.007,0.007
2026-01-24 00:00,0.0125,0.0125,0.0125,0.0125
2026-01-24 01:00,0.013,0.013,0.013,0.013
2026-01-24 02:00,0.009,0.009,0.009,0.009
2026-01-24 03:00,0.0075,0.0075,0.0075,0.0075
2026-01-24 04:00,0.0025,0.0025,0.0025,0.0025
2026-01-24 05:00,0.0025,0.0025,0.0025,0.0025
2026-01-24 06:00,0.0015,0.0015,0.0015,0.0015
2026-01-24 07:00,0.0015,0.0015,0.0015,0.0015
2026-01-24 08:00,0.0015,0.0015,0.0015,0.0015
2026-01-24 09:00,0.0015,0.0015,0.0015,0.0015
2026-01-24 10:00,0.001,0.001,0.001,0.001
2026-01-24 11:00,0.0015,0.0015,0.0015,0.0015
2026-01-24 12:00,0.0005,0.0005,0.0005,0.0005
2026-01-24 13:00,0.002,0.002,0.002,0.002
2026-01-24 14:00,0.0015,0.0015,0.0015,0.0015
2026-01-24 15:00,0.0015,0.0015,0.0015,0.0015
2026-01-24 16:00,0.0015,0.0015,0.0015,0.0015
2026-01-24 17:00,0.0015,0.0015,0.0015,0.0015
2026-01-24 18:00,0.002,0.002,0.002,0.002
2026-01-24 19:00,0.002,0.002,0.002,0.002
2026-01-24 20:00,0.0015,0.0015,0.0015,0.0015
2026-01-24 21:00,0.0015,0.0015,0.0015,0.0015
2026-01-24 22:00,0.0005,0.0005,0.0005,0.0005
2026-01-24 23:00,0.0015,0.0015,0.0015,0.0015
2026-01-25 00:00,0.0015,0.0015,0.0015,0.0015
2026-01-25 01:00,0.0015,0.0015,0.0015,0.0015
2026-01-25 02:00,0.0015,0.0015,0.0015,0.0015
2026-01-25 03:00,0.001,0.001,0.001,0.001
2026-01-25 04:00,0.001,0.001,0.001,0.001
2026-01-25 05:00,0.001,0.001,0.001,0.001
2026-01-25 06:00,0.001,0.001,0.001,0.001
2026-01-25 07:00,0.001,0.001,0.001,0.001
2026-01-25 08:00,0.0015,0.0015,0.0015,0.0015
2026-01-25 09:00,0.0015,0.0015,0.0015,0.0015
2026-01-25 10:00,0.001,0.001,0.001,0.001
2026-01-25 11:00,0.001,0.001,0.001,0.001
2026-01-25 12:00,0.001,0.001,0.001,0.001
2026-01-25 13:00,0.0005,0.0005,0.0005,0.0005
2026-01-25 14:00,0.0015,0.0015,0.0015,0.0015
2026-01-25 15:00,0.0015,0.0015,0.0015,0.0015
2026-01-25 16:00,0.0005,0.0005,0.0005,0.0005
2026-01-25 17:00,0.0015,0.0015,0.0015,0.0015
2026-01-25 18:00,0.0005,0.0005,0.0005,0.0005
2026-01-25 19:00,0.001,0.001,0.001,0.001
2026-01-25 20:00,0.0015,0.0015,0.0015,0.0015
2026-01-25 21:00,0.001,0.001,0.001,0.001
2026-01-25 22:00,0.001,0.001,0.001,0.001
2026-01-25 23:00,0.001,0.001,0.001,0.001
2026-01-26 00:00,0.001,0.001,0.001,0.001
2026-01-26 01:00,0.001,0.001,0.001,0.001
2026-01-26 02:00,0.0015,0.0015,0.0015,0.0015
2026-01-26 03:00,0.001,0.001,0.001,0.001
2026-01-26 04:00,0.0005,0.0005,0.0005,0.0005
2026-01-26 05:00,0.0005,0.0005,0.0005,0.0005
2026-01-26 06:00,0.0005,0.0005,0.0005,0.0005
2026-01-26 07:00,0.0005,0.0005,0.0005,0.0005
